# Distance [mm]	ReEz [] - Freq='11.994GHz' Phase='0deg'	ImEz [] - Freq='11.994GHz' Phase='0deg'
248	-9938.962671	9408.180684
248.1	-9533.798825	9025.29251
248.2	-9128.63498	8642.404335
248.3	-8745.261587	8279.972359
248.4	-8368.26898	7923.530466
248.5	-7995.801523	7571.336627
248.6	-7646.980177	7241.340946
248.7	-7298.158831	6911.345265
248.8	-6965.518703	6596.601864
248.9	-6646.238064	6294.451005
249	-6326.957425	5992.300147
249.1	-6041.293731	5721.876011
249.2	-5757.971274	5453.661467
249.3	-5482.276446	5192.662434
249.4	-5222.640804	4946.854917
249.5	-4963.005163	4701.047399
249.6	-4720.166984	4471.129823
249.7	-4484.218097	4247.729331
249.8	-4250.549766	4026.486187
249.9	-4038.287574	3825.49272
250	-3826.025383	3624.499253
250.1	-3625.213547	3434.337567
250.2	-3436.63799	3255.751126
250.3	-3248.062433	3077.164684
250.4	-3080.106986	2918.084455
250.5	-2915.218002	2761.905039
250.6	-2767.969526	2622.430621
250.7	-2671.542167	2531.082183
250.8	-2575.114808	2439.733746
250.9	-2462.262695	2332.823972
251	-2340.362703	2217.341948
251.1	-2218.790282	2102.170214
251.2	-2107.149354	1996.406022
251.3	-1995.508427	1890.64183
251.4	-1888.166659	1788.949986
251.5	-1786.784787	1692.903612
251.6	-1685.402916	1596.857239
251.7	-1592.291785	1508.645262
251.8	-1501.168961	1422.316694
251.9	-1412.029415	1337.866769
252	-1331.165629	1261.255993
252.1	-1250.301844	1184.645218
252.2	-1175.392913	1113.675127
252.3	-1104.788158	1046.782131
252.4	-1034.183403	979.8891348
252.5	-993.1466302	941.0200187
252.6	-953.1005701	903.0898784
252.7	-913.2177036	865.309619
252.8	-873.6317199	827.8020236
252.9	-834.0457362	790.2944282
253	-796.4251565	754.6489475
253.1	-759.4885365	719.6514818
253.2	-722.8936051	684.9777476
253.3	-688.6063489	652.4904117
253.4	-654.3190927	620.0030758
253.5	-621.3991732	588.8112178
253.6	-589.7612808	558.8340117
253.7	-558.1233883	528.8568055
253.8	-528.8784807	501.1468239
253.9	-499.8899519	473.6797475
254	-471.6706924	446.9415124
254.1	-445.3315274	421.9845658
254.2	-418.9923623	397.0276192
254.3	-394.4481146	373.7712604
254.4	-370.7583131	351.3244436
254.5	-347.2397136	329.0398314
254.6	-326.1992757	309.1031445
254.7	-305.1588379	289.1664575
254.8	-285.3152501	270.3637217
254.9	-266.9241758	252.9371645
255	-248.5331015	235.5106074
255.1	-232.3645253	220.189748
255.2	-216.6228146	205.2733207
255.3	-201.4798865	190.9242079
255.4	-188.3875393	178.5179105
255.5	-175.295192	166.1116131
255.6	-163.8272755	155.2443767
255.7	-153.3842917	145.3482092
255.8	-142.9420233	135.4527194
255.9	-135.148403	128.0666818
256	-127.3547826	120.6806442
256.1	-120.5875257	114.2670309
256.2	-115.4432688	109.3911232
256.3	-110.2990118	104.5152155
256.4	-107.2067663	101.5834787
256.5	-104.7118728	99.21770094
256.6	-102.6452753	97.25771078
256.7	-102.7997451	97.40206297
256.8	-102.9542148	97.54641516
256.9	-99.87470316	94.63080204
257	-94.13624221	89.1993141
257.1	-88.39778125	83.76782616
257.2	-84.58349429	80.15375899
257.3	-80.90095049	76.66412587
257.4	-77.30266721	73.2543412
257.5	-73.88095148	70.01187863
257.6	-70.45923576	66.76941605
257.7	-67.22275491	63.70248904
257.8	-64.06186725	60.707197
257.9	-60.92636077	57.73595713
258	-58.02630115	54.98783562
258.1	-55.12624154	52.23971412
258.2	-52.35253747	49.61133191
258.3	-49.7133059	47.11038094
258.4	-47.07407433	44.60942997
258.5	-44.66217265	42.32390543
258.6	-42.28376911	40.070125
258.7	-39.97284178	37.88028758
258.8	-37.85526626	35.87367769
258.9	-35.73769074	33.86706779
259	-33.78856577	32.02008804
259.1	-31.93181826	30.26064868
259.2	-30.08366764	28.50935607
259.3	-28.48774813	26.99708724
259.4	-26.89182862	25.48481842
259.5	-25.40548034	24.07638347
259.6	-24.07038882	22.81128518
259.7	-22.7352973	21.54618689
259.8	-21.61075134	20.48060961
259.9	-20.5364878	19.46268186
260	-19.51291618	18.4927917
260.1	-18.6994806	17.72203449
260.2	-17.88604503	16.95127727
260.3	-17.2242757	16.32424478
260.4	-16.67166809	15.8006581
260.5	-16.11906047	15.27707142
260.6	-15.81909342	14.9928966
260.7	-15.52731375	14.71648046
260.8	-15.32832102	14.52799276
260.9	-15.29736929	14.49874716
