Edit,Accl.,Zone,El�ment,Date R,Radial (m),Radial Beamb,Comm R Beamb,Radial Cw,Comm R Cw,Radial Mec,Comm R Mec,Radial Opti,Comm R Opti,Date V,Vertical (m),Vertical Beamb,Comm V Beamb,Vertical Cw,Comm V Cw,Vertical Mec,Comm V Mec,Vertical Opti,Comm V Opti,Date T,Roll (rad),Tilt Beamb,Comm T Beamb,Tilt Cw,Comm T Cw,Tilt Mec,Comm T Mec,Tilt Opti,Comm T Opti,Date L,Longitudinal (m),Longitudinal Beamb,Comm L Beamb,Longitudinal Cw,Comm L Cw,Longitudinal Mec,Comm L Mec,Longitudinal Opti,Comm L Opti,Id.,Date,Nom Layout,Id SU assemb.,lien SIG
,H4TEST,TT81,MBNV.X0220333.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Crabe: Vertical seul crabe E=+0.002 m / S=-0.002 m - tout en M,,,,,,,,,,,,,,,,,,,,,,,840528,11-Sep-26,MBNV.X0220333,,
,H4TEST,TT81,MBNV.X0220333.S,,,,,,,,,,,11-Sep-26,-0.002,,,,,-0.002,Test Crabe: Vertical seul crabe E=+0.002 m / S=-0.002 m - tout en M,,,,,,,,,,,,,,,,,,,,,,,840449,11-Sep-26,MBNV.X0220333,,
,H4TEST,TT81,MBNV.X0220339.E,,,,,,,,,,,11-Sep-26,0.02,0.005,Test Crabe: Vertical seul crabe E=+0.020 m / S=-0.020 m - reparti egalement sur B/M/O/C,0.005,,0.005,,0.005,,,,,,,,,,,,,,,,,,,,,,840434,11-Sep-26,MBNV.X0220339,,
,H4TEST,TT81,MBNV.X0220339.S,,,,,,,,,,,11-Sep-26,-0.02,-0.005,Test Crabe: Vertical seul crabe E=+0.020 m / S=-0.020 m - reparti egalement sur B/M/O/C,-0.005,,-0.005,,-0.005,,,,,,,,,,,,,,,,,,,,,,840411,11-Sep-26,MBNV.X0220339,,
,H4TEST,TT81,QNL.X0220343.E,,,,,,,,,,,11-Sep-26,-0.02,-0.005,Test Symetrique: Vertical seul symetrique -0.020 m (E=S) - reparti egalement sur B/M/O/C,-0.005,,-0.005,,-0.005,,,,,,,,,,,,,,,,,,,,,,840502,11-Sep-26,QNL.X0220343,,
,H4TEST,TT81,QNL.X0220343.S,,,,,,,,,,,11-Sep-26,-0.02,-0.005,Test Symetrique: Vertical seul symetrique -0.020 m (E=S) - reparti egalement sur B/M/O/C,-0.005,,-0.005,,-0.005,,,,,,,,,,,,,,,,,,,,,,840541,11-Sep-26,QNL.X0220343,,
,H4TEST,TT81,QNL.X0220353.E,,,,,,,,,,,11-Sep-26,-0.006,,,,,-0.006,Test Symetrique: Vertical seul symetrique -0.006 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840366,11-Sep-26,QNL.X0220353,,
,H4TEST,TT81,QNL.X0220353.S,,,,,,,,,,,11-Sep-26,-0.006,,,,,-0.006,Test Symetrique: Vertical seul symetrique -0.006 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840579,11-Sep-26,QNL.X0220353,,
,H4TEST,TT81,QNL.X0220370.E,,,,,,,,,,,11-Sep-26,-0.002,,,,,-0.002,Test Symetrique: Vertical seul symetrique -0.002 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840348,11-Sep-26,QNL.X0220370,,
,H4TEST,TT81,QNL.X0220370.S,,,,,,,,,,,11-Sep-26,-0.002,,,,,-0.002,Test Symetrique: Vertical seul symetrique -0.002 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840228,11-Sep-26,QNL.X0220370,,
,H4TEST,TT81,XSCI.X0220374.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840580,11-Sep-26,XSCI.X0220374,,
,H4TEST,EHN1,MBNH.X0220377.E,,,,,,,,,,,11-Sep-26,0.1,,,,,0.1,Test Crabe: Vertical seul crabe E=+0.100 m / S=-0.100 m - tout en M,,,,,,,,,,,,,,,,,,,,,,,840596,11-Sep-26,MBNH.X0220377,,
,H4TEST,EHN1,MBNH.X0220377.S,,,,,,,,,,,11-Sep-26,-0.1,,,,,-0.1,Test Crabe: Vertical seul crabe E=+0.100 m / S=-0.100 m - tout en M,,,,,,,,,,,,,,,,,,,,,,,840498,11-Sep-26,MBNH.X0220377,,
,H4TEST,EHN1,MBNH.X0220382.E,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840244,11-Sep-26,MBNH.X0220382,,
,H4TEST,EHN1,MBNH.X0220382.S,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840450,11-Sep-26,MBNH.X0220382,,
,H4TEST,EHN1,XCSV.X0220386.E,,,,,,,,,,,11-Sep-26,0.05,,,,,0.05,Test Symetrique: Vertical seul symetrique +0.050 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840373,11-Sep-26,XCSV.X0220386,,
,H4TEST,EHN1,XCSV.X0220386.S,,,,,,,,,,,11-Sep-26,0.05,,,,,0.05,Test Symetrique: Vertical seul symetrique +0.050 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840263,11-Sep-26,XCSV.X0220386,,
,H4TEST,EHN1,MBXGD.X0220389.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840310,11-Sep-26,MBXGD.X0220389,,
,H4TEST,EHN1,MBXGD.X0220389.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840593,11-Sep-26,MBXGD.X0220389,,
,H4TEST,EHN1,MBNH.X0220394.E,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,,,,,,,,,,,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,840320,11-Sep-26,MBNH.X0220394,,
,H4TEST,EHN1,MBNH.X0220394.S,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,,,,,,,,,,,11-Sep-26,0.006,0.0015,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - reparti egalement sur B/M/O/C,0.0015,,0.0015,,0.0015,,840583,11-Sep-26,MBNH.X0220394,,
,H4TEST,EHN1,MBNH.X0220399.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Symetrique: Roll seul symetrique +0.0010 rad (1 mrad E=S) - tout en M,,,,,,,,,,,,,840291,11-Sep-26,MBNH.X0220399,,
,H4TEST,EHN1,MBNH.X0220399.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Symetrique: Roll seul symetrique +0.0010 rad (1 mrad E=S) - tout en M,,,,,,,,,,,,,840503,11-Sep-26,MBNH.X0220399,,
,H4TEST,EHN1,XFFV.X0220402.E,11-Sep-26,0.05,0.0125,Test Combine (symetrique): Radial+Longitudinal combine symetrique chaque axe = +0.050 m (E=S) - reparti egalement sur B/M/O/C,0.0125,,0.0125,,0.0125,,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.05,0.0125,Test Combine (symetrique): Radial+Longitudinal combine symetrique chaque axe = +0.050 m (E=S) - reparti egalement sur B/M/O/C,0.0125,,0.0125,,0.0125,,840558,11-Sep-26,XFFV.X0220402,,
,H4TEST,EHN1,XFFH.X0220403.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840307,11-Sep-26,XFFH.X0220403,,
,H4TEST,EHN1,XFFV.X0220402.S,11-Sep-26,0.05,0.0125,Test Combine (symetrique): Radial+Longitudinal combine symetrique chaque axe = +0.050 m (E=S) - reparti egalement sur B/M/O/C,0.0125,,0.0125,,0.0125,,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.05,0.0125,Test Combine (symetrique): Radial+Longitudinal combine symetrique chaque axe = +0.050 m (E=S) - reparti egalement sur B/M/O/C,0.0125,,0.0125,,0.0125,,840306,11-Sep-26,XFFV.X0220402,,
,H4TEST,EHN1,XFFH.X0220403.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840374,11-Sep-26,XFFH.X0220403,,
,H4TEST,EHN1,QNL.X0220423.E,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840415,11-Sep-26,QNL.X0220423,,
,H4TEST,EHN1,QNL.X0220423.S,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840551,11-Sep-26,QNL.X0220423,,
,H4TEST,EHN1,MBXHD.X0220432.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.001,,,,,-0.001,Test Symetrique: Roll seul symetrique -0.0010 rad (1 mrad E=S) - tout en M,,,,,,,,,,,,,840268,11-Sep-26,MBXHD.X0220432,,
,H4TEST,EHN1,MBXHD.X0220432.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.001,,,,,-0.001,Test Symetrique: Roll seul symetrique -0.0010 rad (1 mrad E=S) - tout en M,,,,,,,,,,,,,840416,11-Sep-26,MBXHD.X0220432,,
,H4TEST,EHN1,XFFV.X0220441.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840471,11-Sep-26,XFFV.X0220441,,
,H4TEST,EHN1,XFFH.X0220442.E,11-Sep-26,0.05,,,,,0.05,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.050 m (E=S) - tout en M,,,11-Sep-26,0.05,,,,,0.05,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.050 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840247,11-Sep-26,XFFH.X0220442,,
,H4TEST,EHN1,XFFV.X0220441.S,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840309,11-Sep-26,XFFV.X0220441,,
,H4TEST,EHN1,XFFH.X0220442.S,11-Sep-26,0.05,,,,,0.05,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.050 m (E=S) - tout en M,,,11-Sep-26,0.05,,,,,0.05,Test Combine (symetrique): Radial+Vertical combine symetrique chaque axe = +0.050 m (E=S) - tout en M,,,,,,,,,,,,,,,,,,,,,,,840335,11-Sep-26,XFFH.X0220442,,
,H4TEST,EHN1,XSCI.X0220446.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 4 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.004,0.001,Test Combine (symetrique): Roll 4 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.001,,0.001,,0.001,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 4 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840351,11-Sep-26,XSCI.X0220446,,
,H4TEST,EHN1,XEMC.X0220447.E,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,840404,11-Sep-26,XEMC.X0220447,,
,H4TEST,EHN1,XEMC.X0220447.S,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,840368,11-Sep-26,XEMC.X0220447,,
,H4TEST,EHN1,XCHV.X0220452.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840286,11-Sep-26,XCHV.X0220452,,
,H4TEST,EHN1,XCHV.X0220452.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.002 m (E=S) - tout en M,,,840275,11-Sep-26,XCHV.X0220452,,
,H4TEST,EHN1,XSCI.X0220453.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.005,0.00125,Test Combine (symetrique): Roll 5 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.00125,,0.00125,,0.00125,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial+Longitudinal = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840270,11-Sep-26,XSCI.X0220453,,
,H4TEST,EHN1,QNL.X0220476.E,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,840315,11-Sep-26,QNL.X0220476,,
,H4TEST,EHN1,QNL.X0220476.S,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.006,,,,,0.006,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.006 m (E=S) - tout en M,,,840371,11-Sep-26,QNL.X0220476,,
,H4TEST,EHN1,QNL.X0220479.E,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,840318,11-Sep-26,QNL.X0220479,,
,H4TEST,EHN1,QNL.X0220479.S,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.02,,,,,0.02,Test Combine (symetrique): Radial+Longitudinal+Vertical combine symetrique chaque axe = +0.020 m (E=S) - tout en M,,,840277,11-Sep-26,QNL.X0220479,,
,H4TEST,EHN1,XSCI.X0220481.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,840453,11-Sep-26,XSCI.X0220481,,
,H4TEST,EHN1,XFFV.X0220483.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.003,0.00075,Test Symetrique: Roll seul symetrique 3 mrad (E=S) - reparti egalement sur B/M/O/C,0.00075,,0.00075,,0.00075,,,,,,,,,,,,840255,11-Sep-26,XFFV.X0220483,,
,H4TEST,EHN1,XFFH.X0220483.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Symetrique: Roll seul symetrique 2 mrad (E=S) - tout en M,,,,,,,,,,,,,840226,11-Sep-26,XFFH.X0220483,,
,H4TEST,EHN1,XFFV.X0220483.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.003,0.00075,Test Symetrique: Roll seul symetrique 3 mrad (E=S) - reparti egalement sur B/M/O/C,0.00075,,0.00075,,0.00075,,,,,,,,,,,,840290,11-Sep-26,XFFV.X0220483,,
,H4TEST,EHN1,XFFH.X0220483.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Symetrique: Roll seul symetrique 2 mrad (E=S) - tout en M,,,,,,,,,,,,,840447,11-Sep-26,XFFH.X0220483,,
,H4TEST,EHN1,XDWC.X0220483.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 3 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 3 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.003,,,,,0.003,Test Combine (symetrique): Roll 3 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,,,,,,,,,,,840582,11-Sep-26,XDWC.X0220483,,
,H4TEST,EHN1,MBHHE.X0220496.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial combine symetrique roll=+0.0010 rad (1 mrad) + radial=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Radial combine symetrique roll=+0.0010 rad (1 mrad) + radial=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,840382,11-Sep-26,MBHHE.X0220496,,
,H4TEST,EHN1,MBHHE.X0220496.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial combine symetrique roll=+0.0010 rad (1 mrad) + radial=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Radial combine symetrique roll=+0.0010 rad (1 mrad) + radial=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,840386,11-Sep-26,MBHHE.X0220496,,
,H4TEST,EHN1,XDWC.X0220496.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 4 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 4 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.004,,,,,0.004,Test Combine (symetrique): Roll 4 mrad + Radial+Vertical = +0.002 m chacun (E=S) - tout en M,,,,,,,,,,,,,840230,11-Sep-26,XDWC.X0220496,,
,H4TEST,EHN1,XDWC.X0220500.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.005,0.00125,Test Combine (symetrique): Roll 5 mrad + Radial+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.00125,,0.00125,,0.00125,,,,,,,,,,,,840423,11-Sep-26,XDWC.X0220500,,
,H4TEST,EHN1,QNL.X0220526.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.005,,,,,0.005,Test Symetrique: Roll seul symetrique 5 mrad (E=S) - tout en M,,,,,,,,,,,,,840466,11-Sep-26,QNL.X0220526,,
,H4TEST,EHN1,QNL.X0220526.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.005,,,,,0.005,Test Symetrique: Roll seul symetrique 5 mrad (E=S) - tout en M,,,,,,,,,,,,,840372,11-Sep-26,QNL.X0220526,,
,H4TEST,EHN1,QNL.X0220538.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.001,,,,,-0.001,Test Symetrique: Roll seul symetrique -1 mrad (E=S) - tout en M,,,,,,,,,,,,,840344,11-Sep-26,QNL.X0220538,,
,H4TEST,EHN1,QNL.X0220538.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.001,,,,,-0.001,Test Symetrique: Roll seul symetrique -1 mrad (E=S) - tout en M,,,,,,,,,,,,,840396,11-Sep-26,QNL.X0220538,,
,H4TEST,EHN1,XSCI.X0220540.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 1 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll 1 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 1 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,840326,11-Sep-26,XSCI.X0220540,,
,H4TEST,EHN1,XSCI.X0220596.E,,,,,,,,,,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 2 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840506,11-Sep-26,XSCI.X0220596,,
,H4TEST,EHN1,MBHHE.X0220635.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + longitudinal=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + longitudinal=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840431,11-Sep-26,MBHHE.X0220635,,
